old_path,content_type,title,current_url,destination,new_url,status,migration_notes
_learning/system-design/hld/module-c4-notes.md,Concept,Module C4: Observability & SRE — Study Notes,/learning/system-design/hld/module-c4-notes/,concepts/,/learning/system-design/hld/module-c4-notes/,MIGRATE,
_learning/system-design/hld/module-c4-observability.md,Concept,Module C4: Observability & SRE,/learning/system-design/hld/module-c4-observability/,concepts/,/learning/system-design/hld/module-c4-observability/,MIGRATE,"HTML-heavy (570 presentational tags) — migrate as .md, convert to MDX later"
_learning/system-design/hld/module-c5-notes.md,Concept,Module C5: Security Architecture — Study Notes,/learning/system-design/hld/module-c5-notes/,concepts/,/learning/system-design/hld/module-c5-notes/,MIGRATE,
_learning/system-design/hld/module-c5-security.md,Concept,Module C5: Security Architecture,/learning/system-design/hld/module-c5-security/,concepts/,/learning/system-design/hld/module-c5-security/,MIGRATE,"HTML-heavy (561 presentational tags) — migrate as .md, convert to MDX later"
_learning/system-design/index.md,Section index,System Design,/learning/system-design/,(derived),/learning/system-design/,REVIEW,"Mostly derivable from domain/track metadata; keep only bespoke prose | URL preserved — content largely derived, keep bespoke prose only"
_learning/system-design/journal/2026-01-02.md,Concept,System Design Journal - 2026-01-02,/learning/system-design/journal/2026-01-02/,concepts/,/learning/system-design/journal/2026-01-02/,MIGRATE,Stub (<40 lines) — set status accordingly
_learning/system-design/journal/index.md,Section index,Learning Journal,/learning/system-design/journal/,(derived),/learning/system-design/journal/,REVIEW,"Mostly derivable from domain/track metadata; keep only bespoke prose | URL preserved — content largely derived, keep bespoke prose only"
_learning/system-design/lld/index.md,Section index,Low-Level Design (LLD),/learning/system-design/lld/,(derived),/learning/system-design/lld/,REVIEW,"Mostly derivable from domain/track metadata; keep only bespoke prose | URL preserved — content largely derived, keep bespoke prose only"
_learning/system-design/lld/module-a1-notes.md,Concept,Module A1 Notes — SOLID + OOP + UML,/learning/system-design/lld/module-a1-notes/,concepts/,/learning/system-design/lld/module-a1-notes/,MIGRATE,
_learning/system-design/lld/module-a1-solid.md,Concept,Module A1 — SOLID + OOP + UML | LLD Track,/learning/system-design/lld/module-a1-solid/,concepts/,/learning/system-design/lld/module-a1-solid/,MIGRATE,"HTML-heavy (670 presentational tags) — migrate as .md, convert to MDX later"
_learning/system-design/lld/module-a2-creational.md,Concept,Module A2 — Creational Patterns,/learning/system-design/lld/module-a2-creational/,concepts/,/learning/system-design/lld/module-a2-creational/,MIGRATE,"HTML-heavy (700 presentational tags) — migrate as .md, convert to MDX later"
_learning/system-design/lld/module-a2-notes.md,Concept,Module A2 — Creational Patterns Notes,/learning/system-design/lld/module-a2-notes/,concepts/,/learning/system-design/lld/module-a2-notes/,MIGRATE,
_learning/system-design/lld/module-a3-notes.md,Concept,Module A3 — Structural Patterns Notes,/learning/system-design/lld/module-a3-notes/,concepts/,/learning/system-design/lld/module-a3-notes/,MIGRATE,
_learning/system-design/lld/module-a3-structural.md,Concept,Module A3 — Structural Patterns,/learning/system-design/lld/module-a3-structural/,concepts/,/learning/system-design/lld/module-a3-structural/,MIGRATE,"HTML-heavy (964 presentational tags) — migrate as .md, convert to MDX later"
_learning/system-design/lld/module-a4-behavioral.md,Concept,Module A4 — Behavioral Patterns,/learning/system-design/lld/module-a4-behavioral/,concepts/,/learning/system-design/lld/module-a4-behavioral/,MIGRATE,"HTML-heavy (1367 presentational tags) — migrate as .md, convert to MDX later"
_learning/system-design/lld/module-a4-notes.md,Concept,Module A4 — Behavioral Patterns Notes,/learning/system-design/lld/module-a4-notes/,concepts/,/learning/system-design/lld/module-a4-notes/,MIGRATE,
_learning/system-design/lld/module-a5-concurrency.md,Concept,Module A5 — Concurrency in LLD | LLD Track,/learning/system-design/lld/module-a5-concurrency/,concepts/,/learning/system-design/lld/module-a5-concurrency/,MIGRATE,"HTML-heavy (858 presentational tags) — migrate as .md, convert to MDX later"
_learning/system-design/lld/module-a5-notes.md,Concept,Module A5 — Concurrency in LLD (Notes),/learning/system-design/lld/module-a5-notes/,concepts/,/learning/system-design/lld/module-a5-notes/,MIGRATE,
_learning/system-design/lld/module-a6-case-studies.md,Concept,Module A6 — LLD Case Studies | LLD Track,/learning/system-design/lld/module-a6-case-studies/,concepts/,/learning/system-design/lld/module-a6-case-studies/,MIGRATE,"HTML-heavy (781 presentational tags) — migrate as .md, convert to MDX later"
_learning/system-design/lld/module-a6-notes.md,Concept,Module A6 — LLD Case Studies (Notes),/learning/system-design/lld/module-a6-notes/,concepts/,/learning/system-design/lld/module-a6-notes/,MIGRATE,
_learning/system-design/low-level.md,Concept,Low-Level Design,/learning/system-design/low-level/,concepts/,/learning/system-design/low-level/,MIGRATE,
_learning/system-design/patterns/factory.md,Concept,Factory Pattern,/learning/system-design/patterns/factory/,concepts/,/learning/system-design/patterns/factory/,MIGRATE,Stub (<40 lines) — set status accordingly
_learning/system-design/patterns/index.md,Section index,Design Patterns,/learning/system-design/patterns/,(derived),/learning/system-design/patterns/,REVIEW,"Mostly derivable from domain/track metadata; keep only bespoke prose | URL preserved — content largely derived, keep bespoke prose only"
_learning/system-design/patterns/observer.md,Concept,Observer Pattern,/learning/system-design/patterns/observer/,concepts/,/learning/system-design/patterns/observer/,MIGRATE,Stub (<40 lines) — set status accordingly
_learning/system-design/patterns/strategy.md,Concept,Strategy Pattern,/learning/system-design/patterns/strategy/,concepts/,/learning/system-design/patterns/strategy/,MIGRATE,Stub (<40 lines) — set status accordingly
_learning/system-design/scalability.md,Concept,Scalability Patterns,/learning/system-design/scalability/,concepts/,/learning/system-design/scalability/,MIGRATE,
_learning/system-design/system-design-roadmap.md,Roadmap,System Design Mastery — Complete Roadmap,/learning/system-design/system-design-roadmap/,tracks/,/learning/system-design/system-design-roadmap/,CONVERT,Becomes a track record + derived roadmap view; hand-built HTML retired
_learning/system-design/topics.md,Concept,System Design Topics,/learning/system-design/topics/,concepts/,/learning/system-design/topics/,MIGRATE,Stub (<40 lines) — set status accordingly
_posts/2025-01-05-two-pointer-technique.md,Post,Two Pointer Technique Explained,/posts/2025-01-05-two-pointer-technique/,posts/,/posts/2025-01-05-two-pointer-technique/,MIGRATE,
_posts/2025-12-31-devtoolbox-network-packet-analysis.md,Post,DevToolBox: A Comprehensive Network Packet Analysis Suite,/posts/2025-12-31-devtoolbox-network-packet-analysis/,posts/,/posts/2025-12-31-devtoolbox-network-packet-analysis/,MIGRATE,
_posts/2026-01-12-india-us-treasury-holdings-explained.md,Post,🇺🇸 Treasury Bond kya hota hai? India ne US Treasury holdings 2025 me 21% kyun kam ki?,/posts/2026-01-12-india-us-treasury-holdings-explained/,posts/,/posts/2026-01-12-india-us-treasury-holdings-explained/,MIGRATE,
_posts/2026-01-18-create-new-github-repo.md,Post,How to Create a New GitHub Repo and Push a Local Project,/posts/2026-01-18-create-new-github-repo/,posts/,/posts/2026-01-18-create-new-github-repo/,MIGRATE,
_posts/2026-02-01-ftp-file-reconstruction.md,Post,"Reconstructing Files from FTP Network Traffic: Understanding FTP, PCAP, and TCP Reassembly",/posts/2026-02-01-ftp-file-reconstruction/,posts/,/posts/2026-02-01-ftp-file-reconstruction/,MIGRATE,No excerpt — add description
_posts/2026-02-25-supercharge-your-static-site-with-decap-cms.md,Post,"Supercharge Your Static Site: Adding a Free, Real-Time CMS to GitHub Pages",/posts/2026-02-25-supercharge-your-static-site-with-decap-cms/,posts/,/posts/2026-02-25-supercharge-your-static-site-with-decap-cms/,MIGRATE,No excerpt — add description
_projects/devtoolbox.md,Project,DevToolBox,/projects/devtoolbox/,projects/,/projects/devtoolbox/,MIGRATE,
_projects/ftp-analyzer.md,Project,ftp-analyzer,/projects/ftp-analyzer/,projects/,/projects/ftp-analyzer/,MIGRATE,
_projects/redis-ai-agent.md,Project,redis-ai-agent,/projects/redis-ai-agent/,projects/,/projects/redis-ai-agent/,MIGRATE,
_projects/tax_hurdle.md,Project,tax_hurdle,/projects/tax_hurdle/,projects/,/projects/tax_hurdle/,MIGRATE,
_projects/workctl.md,Project,workctl,/projects/workctl/,projects/,/projects/workctl/,MIGRATE,
about.md,Site page,About,about/,pages/,about/,REWRITE,Hand-coded HTML; rebuild as a derived page
admin/index.html,Repo doc,,,(not published),,KEEP,Excluded from the built site
blogs/algorithms/index.md,Blog category page,Algorithms,/blogs/algorithms/,(derived),/blogs/algorithms/,RETIRE,"Derivable from post tags; also still carries pre-redesign light-theme inline styles | URL preserved — page becomes generated, not hand-written"
blogs/competitive-programming/index.md,Blog category page,Competitive Programming,/blogs/competitive-programming/,(derived),/blogs/competitive-programming/,RETIRE,"Derivable from post tags; also still carries pre-redesign light-theme inline styles | URL preserved — page becomes generated, not hand-written"
blogs/data-plane/index.md,Blog category page,Data Plane & Networking,/blogs/data-plane/,(derived),/blogs/data-plane/,RETIRE,"Derivable from post tags; also still carries pre-redesign light-theme inline styles | URL preserved — page becomes generated, not hand-written"
blogs/dsa/index.md,Blog category page,Data Structures & Algorithms,/blogs/dsa/,(derived),/blogs/dsa/,RETIRE,"Derivable from post tags; also still carries pre-redesign light-theme inline styles | URL preserved — page becomes generated, not hand-written"
blogs/finance/index.md,Blog category page,Finance & Economics,/blogs/finance/,(derived),/blogs/finance/,RETIRE,"Derivable from post tags; also still carries pre-redesign light-theme inline styles | URL preserved — page becomes generated, not hand-written"
blogs/general/index.md,Blog category page,General & Learning,/blogs/general/,(derived),/blogs/general/,RETIRE,"Derivable from post tags; also still carries pre-redesign light-theme inline styles | URL preserved — page becomes generated, not hand-written"
blogs/index.md,Blog category page,Archive,/blogs/,(derived),/blogs/,RETIRE,"Derivable from post tags; also still carries pre-redesign light-theme inline styles | URL preserved — page becomes generated, not hand-written"
blogs/system-design/index.md,Blog category page,System Design,/blogs/system-design/,(derived),/blogs/system-design/,RETIRE,"Derivable from post tags; also still carries pre-redesign light-theme inline styles | URL preserved — page becomes generated, not hand-written"
index.md,Site page,Home,index/,pages/,index/,REWRITE,Hand-coded HTML; rebuild as a derived page
problems.md,Site page,Practice Problems Hub,/problems/,pages/,/problems/,REWRITE,Hand-coded HTML; rebuild as a derived page
projects/index.md,Site page,Projects,projects/,pages/,projects/,REWRITE,Hand-coded HTML; rebuild as a derived page
prompt.md,Repo doc,,,(not published),,KEEP,Excluded from the built site
redesign-prompt.md,Repo doc,,,(not published),,KEEP,Excluded from the built site
roadmap.md,Site page,Learning Roadmaps,/roadmap/,pages/,/roadmap/,REWRITE,Hand-coded HTML; rebuild as a derived page
_data/problems.yml,Data (164 problems),DSA problem database,,content/problems.json,,MIGRATE,Schema preserved; add concepts[] field
_data/roadmaps.yml,Data (7 roadmaps),Roadmap hub cards,,(derived),,RETIRE,"Becomes a view over tracks+modules+concepts; removes hardcoded ""100+"" count"
_data/nav.yml,Data (nav),Navigation,,src/consts.ts,,MIGRATE,
assets/diagrams/**,Generated SVG (83),PlantUML output,,public/diagrams/,,MIGRATE,PlantUML CI workflow carried over unchanged
_learning/**/*.puml,Diagram source (43),PlantUML sources,,content/ (co-located),,MIGRATE,
_learning/**/*.pdf,"Binary (15, 30.6 MB)",Handwritten notes,,public/ or drop,,REVIEW,Largest single content weight — decide keep / compress / drop
_learning/**/*.exe,"Binary (17, 2.7 MB)",Compiled demos,,(drop),,REVIEW,Windows binaries in a public repo — recommend removing
"_learning/**/*.cpp,*.c",Source (37),Code samples,,public/ or CodeFile,,MIGRATE,Candidates for the <CodeFile> component
admin/**,Decap CMS,CMS config,/admin/,admin/,/admin/,REWRITE,Collections and field shapes must be reconfigured
